0.1	0.0436131
0.11	0.0417584
0.12	0.040072
0.13	0.0385514
0.14	0.0371662
0.15	0.0358885
0.16	0.0347358
0.17	0.0337839
0.18	0.0330859
0.19	0.0325263
0.2	0.0318583
0.21	0.031063
0.22	0.0304848
0.23	0.0302147
0.24	0.029802
0.25	0.0292311
0.26	0.029014
0.27	0.0288503
0.28	0.0284169
0.29	0.0283107
0.3	0.0282378
0.31	0.0279375
0.32	0.0280165
0.33	0.0279128
0.34	0.0278429
0.35	0.0280092
0.36	0.0278977
0.37	0.0281415
0.38	0.0281668
0.39	0.0283695
0.4	0.02858
0.41	0.0287474
0.42	0.0291069
0.43	0.0292883
0.44	0.0297517
0.45	0.0299868
0.46	0.0305285
0.47	0.0308373
0.48	0.03145
0.49	0.03184
0.5	0.0325253
0.51	0.0330006
0.52	0.033761
0.53	0.0343286
0.54	0.0351626
0.55	0.035837
0.56	0.0367364
0.57	0.0375391
0.58	0.0384913
0.59	0.0394467
0.6	0.0404435
0.61	0.0415659
0.62	0.0426184
0.63	0.0438974
0.64	0.0450477
0.65	0.046444
0.66	0.0477582
0.67	0.0492256
0.68	0.0507575
0.69	0.0522888
0.7	0.0540342
0.71	0.0556937
0.72	0.057587
0.73	0.0594759
0.74	0.0614623
0.75	0.0636248
0.76	0.0657488
0.77	0.068124
0.78	0.070511
0.79	0.0730258
0.8	0.07574
0.81	0.0784497
0.82	0.0814199
0.83	0.0844721
0.84	0.0876398
0.85	0.0910747
0.86	0.0945518
0.87	0.0982778
0.88	0.102212
0.89	0.106245
0.9	0.110605
0.91	0.115129
0.92	0.119858
0.93	0.124945
0.94	0.1302
0.95	0.135775
0.96	0.141721
0.97	0.147893
0.98	0.154491
0.99	0.161489
1	0.168808
1.01	0.17666
1.02	0.184973
1.03	0.193735
1.04	0.203151
1.05	0.213136
1.06	0.223732
1.07	0.23514
1.08	0.247281
1.09	0.260244
1.1	0.274235
1.11	0.289201
1.12	0.305273
1.13	0.322677
1.14	0.341404
1.15	0.361631
1.16	0.383626
1.17	0.407442
1.18	0.43331
1.19	0.461565
1.2	0.492342
1.21	0.525935
1.22	0.562764
1.23	0.603047
1.24	0.647132
1.25	0.695488
1.26	0.748354
1.27	0.806018
1.28	0.868825
1.29	0.936787
1.3	1.0098
1.31	1.08769
1.32	1.16978
1.33	1.25517
1.34	1.34283
1.35	1.43137
1.36	1.51932
1.37	1.60544
1.38	1.68847
1.39	1.76741
1.4	1.84173
1.41	1.911
1.42	1.97504
1.43	2.03401
1.44	2.0881
1.45	2.13752
1.46	2.18266
1.47	2.22392
1.48	2.26156
1.49	2.29594
