0.1	3.1567
0.11	3.15609
0.12	3.1556
0.13	3.15519
0.14	3.15487
0.15	3.1546
0.16	3.15438
0.17	3.15416
0.18	3.15393
0.19	3.1537
0.2	3.15356
0.21	3.15351
0.22	3.15342
0.23	3.15327
0.24	3.1532
0.25	3.15321
0.26	3.15313
0.27	3.15306
0.28	3.15311
0.29	3.15306
0.3	3.15303
0.31	3.1531
0.32	3.15305
0.33	3.15309
0.34	3.15313
0.35	3.15312
0.36	3.15321
0.37	3.1532
0.38	3.15328
0.39	3.15332
0.4	3.15337
0.41	3.15344
0.42	3.15347
0.43	3.15357
0.44	3.1536
0.45	3.15371
0.46	3.15374
0.47	3.15386
0.48	3.15389
0.49	3.15402
0.5	3.15406
0.51	3.15418
0.52	3.15423
0.53	3.15435
0.54	3.1544
0.55	3.15452
0.56	3.15459
0.57	3.1547
0.58	3.15478
0.59	3.15488
0.6	3.15498
0.61	3.15506
0.62	3.15518
0.63	3.15525
0.64	3.15538
0.65	3.15545
0.66	3.15556
0.67	3.15566
0.68	3.15575
0.69	3.15587
0.7	3.15594
0.71	3.15606
0.72	3.15614
0.73	3.15625
0.74	3.15636
0.75	3.15644
0.76	3.15656
0.77	3.15664
0.78	3.15675
0.79	3.15686
0.8	3.15693
0.81	3.15706
0.82	3.15714
0.83	3.15724
0.84	3.15735
0.85	3.15742
0.86	3.15754
0.87	3.15763
0.88	3.15771
0.89	3.15783
0.9	3.15791
0.91	3.158
0.92	3.15811
0.93	3.15818
0.94	3.15828
0.95	3.15838
0.96	3.15845
0.97	3.15856
0.98	3.15865
0.99	3.15872
1	3.15882
1.01	3.1589
1.02	3.15898
1.03	3.15908
1.04	3.15915
1.05	3.15923
1.06	3.15933
1.07	3.1594
1.08	3.15947
1.09	3.15957
1.1	3.15963
1.11	3.15971
1.12	3.1598
1.13	3.15986
1.14	3.15993
1.15	3.16002
1.16	3.16008
1.17	3.16014
1.18	3.16023
1.19	3.16029
1.2	3.16035
1.21	3.16043
1.22	3.16049
1.23	3.16054
1.24	3.16062
1.25	3.16068
1.26	3.16073
1.27	3.16079
1.28	3.16086
1.29	3.16091
1.3	3.16096
1.31	3.16103
1.32	3.16107
1.33	3.16112
1.34	3.16118
1.35	3.16123
1.36	3.16126
1.37	3.16132
1.38	3.16137
1.39	3.1614
1.4	3.16145
1.41	3.1615
1.42	3.16153
1.43	3.16156
1.44	3.16161
1.45	3.16165
1.46	3.16168
1.47	3.16171
1.48	3.16175
