1.49	3.16178
1.5	3.1618
1.51	3.16184
1.52	3.16187
1.53	3.16188
1.54	3.16191
1.55	3.16194
1.56	3.16196
1.57	3.16197
1.58	3.162
1.59	3.16202
1.6	3.16203
1.61	3.16204
1.62	3.16207
1.63	3.16208
1.64	3.16208
1.65	3.16209
1.66	3.16211
1.67	3.16211
1.68	3.16211
1.69	3.16212
1.7	3.16213
1.71	3.16212
1.72	3.16212
1.73	3.16212
1.74	3.16212
1.75	3.16211
1.76	3.1621
1.77	3.16211
1.78	3.1621
1.79	3.16208
1.8	3.16207
1.81	3.16206
1.82	3.16205
1.83	3.16202
1.84	3.16201
1.85	3.162
1.86	3.16198
1.87	3.16195
1.88	3.16193
1.89	3.16191
1.9	3.16189
1.91	3.16185
1.92	3.16183
1.93	3.16181
1.94	3.16177
1.95	3.16173
1.96	3.16171
1.97	3.16168
1.98	3.16164
1.99	3.16159
2	3.16156
2.01	3.16152
2.02	3.16148
2.03	3.16143
2.04	3.16139
2.05	3.16135
2.06	3.1613
2.07	3.16125
2.08	3.1612
2.09	3.16115
2.1	3.1611
2.11	3.16104
2.12	3.16098
2.13	3.16093
2.14	3.16088
2.15	3.16081
2.16	3.16075
2.17	3.16069
2.18	3.16063
2.19	3.16056
2.2	3.16049
2.21	3.16043
2.22	3.16037
2.23	3.16029
2.24	3.16022
2.25	3.16015
2.26	3.16008
2.27	3.16
2.28	3.15992
2.29	3.15984
2.3	3.15977
2.31	3.15969
2.32	3.1596
2.33	3.15952
2.34	3.15944
2.35	3.15936
2.36	3.15927
2.37	3.15917
2.38	3.15909
2.39	3.159
2.4	3.15891
2.41	3.15881
2.42	3.15872
2.43	3.15862
2.44	3.15853
2.45	3.15843
2.46	3.15832
2.47	3.15823
2.48	3.15813
2.49	3.15803
2.5	3.15792
2.51	3.15781
2.52	3.15771
2.53	3.1576
2.54	3.15749
2.55	3.15737
2.56	3.15726
2.57	3.15715
2.58	3.15704
2.59	3.15692
2.6	3.1568
2.61	3.15669
2.62	3.15657
2.63	3.15645
2.64	3.15632
2.65	3.1562
2.66	3.15608
2.67	3.15596
2.68	3.15583
2.69	3.15569
2.7	3.15557
2.71	3.15544
2.72	3.15531
2.73	3.15517
2.74	3.15504
2.75	3.1549
2.76	3.15477
2.77	3.15464
2.78	3.15449
2.79	3.15435
2.8	3.15421
2.81	3.15408
2.82	3.15393
2.83	3.15378
2.84	3.15364
2.85	3.1535
2.86	3.15335
2.87	3.1532
2.88	3.15305
2.89	3.1529
2.9	3.15275
2.91	3.1526
2.92	3.15244
2.93	3.15228
2.94	3.15212
2.95	3.15197
2.96	3.15181
2.97	3.15165
2.98	3.15149
2.99	3.15133
3	3.15117
3.01	3.15101
3.02	3.15084
3.03	3.15067
3.04	3.1505
3.05	3.15034
3.06	3.15017
3.07	3.15
3.08	3.14982
3.09	3.14965
3.1	3.14948
3.11	3.14931
3.12	3.14913
3.13	3.14895
3.14	3.14877
3.15	3.1486
3.16	3.14842
3.17	3.14824
3.18	3.14805
3.19	3.14787
3.2	3.14769
3.21	3.14751
3.22	3.14732
3.23	3.14713
3.24	3.14694
3.25	3.14676
3.26	3.14657
3.27	3.14638
3.28	3.14618
3.29	3.14599
3.3	3.1458
3.31	3.14561
3.32	3.14541
3.33	3.14521
3.34	3.14501
3.35	3.14481
3.36	3.14462
3.37	3.14442
3.38	3.14422
3.39	3.14401
3.4	3.14381
3.41	3.14361
3.42	3.1434
3.43	3.1432
3.44	3.14299
3.45	3.14278
3.46	3.14257
3.47	3.14237
3.48	3.14216
3.49	3.14194
3.5	3.14173
3.51	3.14152
3.52	3.14131
3.53	3.14109
3.54	3.14087
3.55	3.14065
3.56	3.14044
3.57	3.14022
3.58	3.14
3.59	3.13978
3.6	3.13956
3.61	3.13934
3.62	3.13912
3.63	3.13889
3.64	3.13867
3.65	3.13844
3.66	3.13821
3.67	3.13799
3.68	3.13776
3.69	3.13754
3.7	3.13731
3.71	3.13707
3.72	3.13684
3.73	3.13661
3.74	3.13638
3.75	3.13615
3.76	3.13591
3.77	3.13567
3.78	3.13544
3.79	3.1352
3.8	3.13497
3.81	3.13473
3.82	3.13449
3.83	3.13425
3.84	3.13401
3.85	3.13377
3.86	3.13353
3.87	3.13328
3.88	3.13304
3.89	3.13279
3.9	3.13255
3.91	3.1323
3.92	3.13206
3.93	3.13181
3.94	3.13156
3.95	3.13131
3.96	3.13106
3.97	3.13081
3.98	3.13056
3.99	3.13031
4	3.13005
