0.01	0.01	5.52647e-07
0.02	0.019997	3.28e-06
0.03	0.029988	1.036e-05
0.04	0.0399699	2.39782e-05
0.05	0.0499398	4.63331e-05
0.06	0.0598947	7.96405e-05
0.07	0.0698315	0.000126139
0.08	0.0797474	0.000188094
0.09	0.0896393	0.000267805
0.1	0.0995042	0.000367609
0.11	0.109339	0.000489886
0.12	0.119141	0.000637066
0.13	0.128908	0.000811636
0.14	0.138636	0.00101614
0.15	0.148322	0.0012532
0.16	0.157963	0.00152549
0.17	0.167558	0.0018358
0.18	0.177102	0.00218699
0.19	0.186593	0.00258201
0.2	0.196028	0.00302392
0.21	0.205404	0.00351592
0.22	0.214719	0.00406131
0.23	0.22397	0.00466353
0.24	0.233153	0.00532616
0.25	0.242267	0.00605296
0.26	0.251309	0.00684784
0.27	0.260275	0.00771491
0.28	0.269164	0.00865846
0.29	0.277972	0.00968303
0.3	0.286698	0.0107934
0.31	0.295338	0.0119944
0.32	0.30389	0.0132916
0.33	0.312351	0.0146903
0.34	0.320719	0.0161966
0.35	0.328992	0.0178166
0.36	0.337167	0.019557
0.37	0.345241	0.0214248
0.38	0.353213	0.0234274
0.39	0.36108	0.0255728
0.4	0.36884	0.0278694
0.41	0.37649	0.0303262
0.42	0.384028	0.032953
0.43	0.391453	0.03576
0.44	0.398761	0.0387582
0.45	0.405952	0.0419596
0.46	0.413022	0.0453767
0.47	0.419969	0.0490233
0.48	0.426793	0.0529141
0.49	0.43349	0.057065
0.5	0.44006	0.061493
0.51	0.446499	0.0662168
0.52	0.452806	0.0712563
0.53	0.45898	0.0766332
0.54	0.465019	0.0823712
0.55	0.470921	0.0884959
0.56	0.476683	0.0950352
0.57	0.482306	0.102019
0.58	0.487787	0.109482
0.59	0.493124	0.117459
0.6	0.498317	0.125989
0.61	0.503363	0.135118
0.62	0.508262	0.144892
0.63	0.513011	0.155363
0.64	0.51761	0.16659
0.65	0.522058	0.178635
0.66	0.526353	0.191569
0.67	0.530494	0.205468
0.68	0.534481	0.220417
0.69	0.538311	0.236509
0.7	0.541984	0.253848
0.71	0.545499	0.272546
0.72	0.548856	0.292727
0.73	0.552052	0.314527
0.74	0.555088	0.338096
0.75	0.557963	0.363593
0.76	0.560676	0.391193
0.77	0.563226	0.421081
0.78	0.565613	0.453451
0.79	0.567836	0.488506
0.8	0.569895	0.526449
0.81	0.571789	0.567477
0.82	0.573518	0.611773
0.83	0.575081	0.659489
0.84	0.576479	0.710732
0.85	0.577711	0.765542
0.86	0.578776	0.823872
0.87	0.579675	0.885564
0.88	0.580407	0.950333
0.89	0.580973	1.01776
0.9	0.581373	1.08727
0.91	0.581605	1.1582
0.92	0.581672	1.22978
0.93	0.581572	1.3012
0.94	0.581306	1.37166
0.95	0.580875	1.44043
0.96	0.580278	1.50687
0.97	0.579516	1.57047
0.98	0.578589	-1.51072
0.99	0.577498	-1.45376
1	0.576243	-1.40035
1.01	0.574825	-1.35049
1.02	0.573245	-1.30413
1.03	0.571502	-1.26114
1.04	0.569598	-1.22134
1.05	0.567533	-1.18454
1.06	0.565309	-1.15056
1.07	0.562926	-1.11918
1.08	0.560385	-1.0902
1.09	0.557686	-1.06343
1.1	0.554832	-1.0387
1.11	0.551822	-1.01583
1.12	0.548658	-0.994668
1.13	0.545341	-0.975068
1.14	0.541872	-0.956901
1.15	0.538252	-0.940046
1.16	0.534483	-0.924395
1.17	0.530565	-0.909848
1.18	0.526501	-0.896316
1.19	0.522291	-0.883717
1.2	0.517937	-0.871978
1.21	0.51344	-0.86103
1.22	0.508802	-0.850813
1.23	0.504024	-0.841272
1.24	0.499107	-0.832356
1.25	0.494054	-0.824019
1.26	0.488866	-0.816219
1.27	0.483544	-0.808918
1.28	0.478091	-0.80208
1.29	0.472507	-0.795675
1.3	0.466795	-0.789672
1.31	0.460957	-0.784044
1.32	0.454993	-0.778767
1.33	0.448907	-0.773817
1.34	0.4427	-0.769174
1.35	0.436373	-0.764819
1.36	0.429929	-0.760733
1.37	0.42337	-0.7569
1.38	0.416698	-0.753304
1.39	0.409914	-0.749931
1.4	0.403022	-0.746769
1.41	0.396021	-0.743803
1.42	0.388916	-0.741024
1.43	0.381708	-0.73842
1.44	0.374398	-0.735981
1.45	0.36699	-0.733698
1.46	0.359486	-0.731562
1.47	0.351886	-0.729565
1.48	0.344195	-0.727699
1.49	0.336414	-0.725957
1.5	0.328544	-0.724332
1.51	0.320589	-0.722818
1.52	0.312551	-0.721408
1.53	0.304432	-0.720097
1.54	0.296235	-0.71888
1.55	0.28796	-0.717751
1.56	0.279612	-0.716706
1.57	0.271192	-0.715739
1.58	0.262703	-0.714848
1.59	0.254146	-0.714026
1.6	0.245525	-0.713271
1.61	0.236841	-0.712579
1.62	0.228097	-0.711945
1.63	0.219296	-0.711368
1.64	0.210439	-0.710843
1.65	0.20153	-0.710367
1.66	0.19257	-0.709937
1.67	0.183562	-0.709551
1.68	0.174508	-0.709205
1.69	0.165411	-0.708897
1.7	0.156272	-0.708624
1.71	0.147096	-0.708384
1.72	0.137882	-0.708175
1.73	0.128635	-0.707994
1.74	0.119357	-0.707838
1.75	0.110049	-0.707706
1.76	0.100715	-0.707596
1.77	0.0913562	-0.707505
1.78	0.0819753	-0.707431
1.79	0.0725747	-0.707373
1.8	0.0631566	-0.707328
1.81	0.0537234	-0.707295
1.82	0.0442773	-0.707272
1.83	0.0348208	-0.707257
1.84	0.025356	-0.707249
1.85	0.0158852	-0.707244
1.86	0.00641063	-0.707243
1.87	-0.00306542	-0.707243
1.88	-0.0125407	-0.707242
1.89	-0.0220131	-0.707239
1.9	-0.0314804	-0.707232
1.91	-0.0409404	-0.70722
1.92	-0.050391	-0.707201
1.93	-0.05983	-0.707173
1.94	-0.0692554	-0.707135
1.95	-0.078665	-0.707085
1.96	-0.0880567	-0.707021
1.97	-0.0974285	-0.706943
1.98	-0.106778	-0.706848
1.99	-0.116104	-0.706735
2	-0.125405	-0.706602
2.01	-0.134677	-0.706447
2.02	-0.143919	-0.70627
2.03	-0.15313	-0.706068
2.04	-0.162307	-0.70584
2.05	-0.171449	-0.705584
2.06	-0.180553	-0.705298
2.07	-0.189618	-0.704981
2.08	-0.198642	-0.704631
2.09	-0.207624	-0.704247
2.1	-0.216561	-0.703826
2.11	-0.225453	-0.703366
2.12	-0.234296	-0.702867
2.13	-0.24309	-0.702326
2.14	-0.251834	-0.701741
2.15	-0.260524	-0.70111
2.16	-0.269161	-0.700432
2.17	-0.277741	-0.699704
2.18	-0.286265	-0.698925
2.19	-0.29473	-0.698092
2.2	-0.303135	-0.697203
2.21	-0.311479	-0.696256
2.22	-0.31976	-0.695249
2.23	-0.327977	-0.69418
2.24	-0.336128	-0.693046
2.25	-0.344213	-0.691844
2.26	-0.352229	-0.690574
