0.01	0.01	1.56777
0.02	0.069997	1.56649
0.03	0.168584	1.56492
0.04	0.30373	1.56314
0.05	0.476068	1.5613
0.06	0.685899	1.55944
0.07	0.933322	1.55756
0.08	1.21834	1.55568
0.09	1.54089	1.55381
0.1	1.90091	1.55193
0.11	2.29826	1.55005
0.12	2.73284	1.54818
0.13	3.20448	1.54631
0.14	3.71302	1.54445
0.15	4.2583	1.54259
0.16	4.8401	1.54073
0.17	5.45823	1.53888
0.18	6.11247	1.53704
0.19	6.80258	1.5352
0.2	7.52832	1.53337
0.21	8.28942	1.53155
0.22	9.08562	1.52973
0.23	9.91663	1.52792
0.24	10.7821	1.52612
0.25	11.6819	1.52433
0.26	12.6155	1.52254
0.27	13.5826	1.52077
0.28	14.583	1.519
0.29	15.6161	1.51724
0.3	16.6818	1.5155
0.31	17.7795	1.51376
0.32	18.909	1.51204
0.33	20.0697	1.51033
0.34	21.2613	1.50863
0.35	22.4834	1.50694
0.36	23.7354	1.50527
0.37	25.0171	1.50361
0.38	26.3278	1.50196
0.39	27.6672	1.50033
0.4	29.0347	1.49872
0.41	30.4299	1.49712
0.42	31.8523	1.49553
0.43	33.3014	1.49396
0.44	34.7765	1.49241
0.45	36.2774	1.49088
0.46	37.8033	1.48936
0.47	39.3537	1.48787
0.48	40.9281	1.48639
0.49	42.526	1.48494
0.5	44.1467	1.4835
0.51	45.7897	1.48209
0.52	47.4544	1.4807
0.53	49.1401	1.47933
0.54	50.8464	1.47799
0.55	52.5726	1.47667
0.56	54.3181	1.47537
0.57	56.0822	1.47411
0.58	57.8643	1.47287
0.59	59.6639	1.47165
0.6	61.4802	1.47047
0.61	63.3126	1.46931
0.62	65.1604	1.46819
0.63	67.0231	1.4671
0.64	68.8999	1.46604
0.65	70.7902	1.46501
0.66	72.6932	1.46402
0.67	74.6085	1.46306
0.68	76.5351	1.46214
0.69	78.4725	1.46126
0.7	80.42	1.46042
0.71	82.3769	1.45961
0.72	84.3425	1.45885
0.73	86.3161	1.45814
0.74	88.2969	1.45746
0.75	90.2844	1.45684
0.76	92.2778	1.45626
0.77	94.2763	1.45573
0.78	96.2793	1.45525
0.79	98.2861	1.45483
0.8	100.296	1.45446
0.81	102.308	1.45414
0.82	104.322	1.45388
0.83	106.337	1.45369
0.84	108.352	1.45355
0.85	110.366	1.45348
0.86	112.38	1.45348
0.87	114.391	1.45354
0.88	116.4	1.45368
0.89	118.405	1.45389
0.9	120.406	1.45418
0.91	122.403	1.45455
0.92	124.394	1.455
0.93	126.379	1.45554
0.94	128.357	1.45616
0.95	130.328	1.45688
0.96	132.29	1.45769
0.97	134.244	1.45861
0.98	136.188	1.45962
0.99	138.121	1.46075
1	140.044	1.46199
1.01	141.955	1.46334
1.02	143.853	1.46481
1.03	145.739	1.46641
1.04	147.611	1.46815
1.05	149.468	1.47001
1.06	151.311	1.47203
1.07	153.138	1.47419
1.08	154.949	1.4765
1.09	156.743	1.47898
1.1	158.519	1.48163
1.11	160.277	1.48445
1.12	162.017	1.48746
1.13	163.737	1.49066
1.14	165.437	1.49406
1.15	167.117	1.49768
1.16	168.775	1.50151
1.17	170.412	1.50558
1.18	172.026	1.5099
1.19	173.618	1.51446
1.2	175.186	1.5193
1.21	176.731	1.52442
1.22	178.25	1.52983
1.23	179.745	1.53555
1.24	181.214	1.5416
1.25	182.657	1.54799
1.26	184.074	1.55474
1.27	185.463	1.56188
1.28	186.825	1.56941
1.29	188.159	1.57736
1.3	189.464	1.58577
1.31	190.74	1.59463
1.32	191.987	1.604
1.33	193.205	1.61389
1.34	194.391	1.62432
1.35	195.548	1.63534
1.36	196.673	1.64698
1.37	197.767	1.65926
1.38	198.828	1.67223
1.39	199.858	1.68592
1.4	200.855	1.70038
1.41	201.819	1.71563
1.42	202.75	1.73174
1.43	203.647	1.74874
1.44	204.51	1.76668
1.45	205.339	1.78561
1.46	206.134	1.80557
1.47	206.893	1.82662
1.48	207.618	1.8488
1.49	208.307	1.87216
1.5	208.961	1.89675
1.51	209.578	1.92261
1.52	210.16	1.94977
1.53	210.705	1.97827
1.54	211.214	2.00813
1.55	211.687	2.03936
1.56	212.122	2.07198
1.57	212.521	2.10596
1.58	212.882	2.14128
1.59	213.206	2.17789
1.6	213.492	2.21574
1.61	213.741	2.25473
1.62	213.953	2.29477
1.63	214.126	2.33572
1.64	214.262	2.37744
1.65	214.36	2.41977
1.66	214.419	2.46254
1.67	214.441	2.50555
1.68	214.425	-0.592981
1.69	214.371	-0.550059
1.7	214.278	-0.507469
1.71	214.147	-0.465394
1.72	213.979	-0.424004
1.73	213.772	-0.383452
1.74	213.527	-0.343873
1.75	213.244	-0.305384
1.76	212.923	-0.268079
1.77	212.564	-0.232031
1.78	212.168	-0.197295
1.79	211.733	-0.163906
1.8	211.261	-0.131883
1.81	210.752	-0.10123
1.82	210.205	-0.0719391
1.83	209.62	-0.0439901
1.84	208.999	-0.0173553
1.85	208.34	0.00800009
1.86	207.645	0.0321162
1.87	206.913	0.0550369
1.88	206.144	0.0768087
1.89	205.34	0.0974796
1.9	204.499	0.117098
1.91	203.621	0.135714
1.92	202.709	0.153374
1.93	201.761	0.170127
1.94	200.777	0.186018
1.95	199.758	0.201091
1.96	198.705	0.215389
1.97	197.617	0.228953
1.98	196.495	0.241823
1.99	195.339	0.254035
2	194.149	0.265624
2.01	192.926	0.276625
2.02	191.669	0.287068
2.03	190.38	0.296984
2.04	189.058	0.306401
2.05	187.704	0.315345
2.06	186.318	0.323841
2.07	184.9	0.331914
2.08	183.452	0.339585
2.09	181.972	0.346876
2.1	180.462	0.353806
2.11	178.921	0.360393
2.12	177.351	0.366656
2.13	175.751	0.372611
2.14	174.123	0.378274
2.15	172.465	0.383658
2.16	170.779	0.388778
2.17	169.065	0.393648
2.18	167.324	0.398279
2.19	165.555	0.402682
2.2	163.759	0.40687
2.21	161.937	0.410852
2.22	160.089	0.414638
2.23	158.216	0.418238
2.24	156.317	0.421659
2.25	154.393	0.424912
2.26	152.446	0.428003
2.27	150.474	0.430939
2.28	148.478	0.433729
2.29	146.46	0.436379
2.3	144.418	0.438894
2.31	142.355	0.441282
2.32	140.269	0.443548
2.33	138.162	0.445698
2.34	136.035	0.447736
2.35	133.886	0.449668
2.36	131.717	0.451498
2.37	129.529	0.453232
2.38	127.322	0.454873
2.39	125.095	0.456425
2.4	122.85	0.457893
2.41	120.587	0.459279
2.42	118.307	0.460589
2.43	116.009	0.461825
2.44	113.695	0.46299
2.45	111.364	0.464088
2.46	109.018	0.465122
2.47	106.656	0.466094
2.48	104.279	0.467007
2.49	101.888	0.467865
2.5	99.4823	0.468669
2.51	97.0629	0.469422
2.52	94.6303	0.470127
2.53	92.1847	0.470786
2.54	89.7267	0.4714
2.55	87.2565	0.471972
2.56	84.7747	0.472504
2.57	82.2817	0.472999
2.58	79.7778	0.473457
2.59	77.2634	0.473881
2.6	74.739	0.474272
2.61	72.2049	0.474633
2.62	69.6615	0.474964
2.63	67.1093	0.475267
2.64	64.5485	0.475545
2.65	61.9797	0.475797
2.66	59.4031	0.476027
2.67	56.8192	0.476234
2.68	54.2282	0.476422
2.69	51.6307	0.476589
2.7	49.0269	0.476739
2.71	46.4172	0.476872
2.72	43.802	0.47699
2.73	41.1816	0.477093
2.74	38.5563	0.477182
2.75	35.9266	0.477259
2.76	33.2927	0.477325
2.77	30.6549	0.477381
2.78	28.0137	0.477427
2.79	25.3694	0.477465
2.8	22.7222	0.477496
2.81	20.0724	0.47752
2.82	17.4205	0.477538
